Experiment	Frequency Sweep	
Date	17.02.2021 13:15:05	
User		
f_res (Hz)	21473,9993	
Q	1762	
Phase (deg)	-126,26	
Amp/Exc (nm/mV)	0,882419	
Number of points	2000	
Fit length	11	

[DATA]
Frequency Shift (Hz)	Center Frequency (Hz)	Amplitude (m)	Phase (deg)
51.8729E+0	21.4915E+3	25.6112E-9	13.0183E+0
51.9492E+0	21.4915E+3	24.5858E-9	19.4956E+0
52.0256E+0	21.4915E+3	24.1364E-9	13.3607E+0
52.1019E+0	21.4915E+3	25.3479E-9	15.6398E+0
52.1782E+0	21.4915E+3	24.8303E-9	11.8117E+0
52.2546E+0	21.4915E+3	24.4563E-9	12.0985E+0
52.3309E+0	21.4915E+3	25.9694E-9	10.8020E+0
52.4073E+0	21.4915E+3	26.4475E-9	16.9523E+0
52.4836E+0	21.4915E+3	23.9721E-9	12.9306E+0
52.5599E+0	21.4915E+3	23.9683E-9	14.8700E+0
52.6363E+0	21.4915E+3	25.6965E-9	15.0463E+0
52.7126E+0	21.4915E+3	23.5945E-9	10.8797E+0
52.7890E+0	21.4915E+3	22.6572E-9	20.8870E+0
52.8653E+0	21.4915E+3	25.4457E-9	13.3559E+0
52.9416E+0	21.4915E+3	25.4908E-9	12.9427E+0
53.0180E+0	21.4915E+3	24.5838E-9	16.1375E+0
53.0943E+0	21.4915E+3	24.8920E-9	14.0894E+0
53.1707E+0	21.4915E+3	23.4393E-9	16.5589E+0
53.2470E+0	21.4915E+3	25.7912E-9	11.2151E+0
53.3233E+0	21.4915E+3	23.8911E-9	17.1794E+0
53.3997E+0	21.4915E+3	25.6630E-9	12.1662E+0
53.4760E+0	21.4915E+3	23.3896E-9	12.6990E+0
53.5524E+0	21.4915E+3	25.1808E-9	13.5863E+0
53.6287E+0	21.4915E+3	23.8071E-9	15.3632E+0
53.7050E+0	21.4915E+3	24.8284E-9	13.9392E+0
53.7814E+0	21.4915E+3	26.8508E-9	15.1995E+0
53.8577E+0	21.4915E+3	22.7212E-9	11.6896E+0
53.9341E+0	21.4915E+3	24.3148E-9	12.4239E+0
54.0104E+0	21.4915E+3	23.3012E-9	9.89156E+0
54.0867E+0	21.4915E+3	25.7211E-9	13.3076E+0
54.1631E+0	21.4915E+3	25.1127E-9	13.4696E+0
54.2394E+0	21.4915E+3	23.2312E-9	12.3935E+0
54.3158E+0	21.4915E+3	25.7013E-9	12.8203E+0
54.3921E+0	21.4915E+3	25.7823E-9	15.6407E+0
54.4684E+0	21.4915E+3	23.1211E-9	15.2241E+0
54.5448E+0	21.4915E+3	24.4282E-9	16.6452E+0
54.6211E+0	21.4915E+3	23.9853E-9	21.6654E+0
54.6975E+0	21.4915E+3	23.8823E-9	18.9006E+0
54.7738E+0	21.4915E+3	24.8872E-9	18.7482E+0
54.8501E+0	21.4915E+3	24.0421E-9	15.2992E+0
54.9265E+0	21.4915E+3	23.8033E-9	11.6075E+0
55.0028E+0	21.4915E+3	23.2789E-9	14.3450E+0
55.0792E+0	21.4915E+3	25.7707E-9	18.7081E+0
55.1555E+0	21.4915E+3	24.8115E-9	12.4096E+0
55.2318E+0	21.4915E+3	27.3109E-9	19.7589E+0
55.3082E+0	21.4915E+3	25.0528E-9	14.3727E+0
55.3845E+0	21.4915E+3	24.9554E-9	10.0532E+0
55.4609E+0	21.4915E+3	24.7884E-9	16.2305E+0
55.5372E+0	21.4915E+3	23.1750E-9	13.3202E+0
55.6135E+0	21.4915E+3	22.3013E-9	18.1881E+0
55.6899E+0	21.4915E+3	26.0822E-9	16.6435E+0
55.7662E+0	21.4915E+3	25.5039E-9	12.4893E+0
55.8426E+0	21.4915E+3	25.0765E-9	14.5437E+0
55.9189E+0	21.4915E+3	23.9317E-9	15.3664E+0
55.9952E+0	21.4915E+3	23.0954E-9	15.9114E+0
56.0716E+0	21.4915E+3	22.5309E-9	20.3634E+0
56.1479E+0	21.4915E+3	25.3304E-9	12.1360E+0
56.2243E+0	21.4915E+3	25.5612E-9	16.7638E+0
56.3006E+0	21.4915E+3	24.7522E-9	14.7138E+0
56.3769E+0	21.4915E+3	23.5007E-9	10.6277E+0
56.4533E+0	21.4915E+3	23.3238E-9	10.5256E+0
56.5296E+0	21.4915E+3	23.2218E-9	10.9795E+0
56.6059E+0	21.4915E+3	23.7190E-9	14.0771E+0
56.6823E+0	21.4915E+3	23.2347E-9	16.4707E+0
56.7586E+0	21.4915E+3	23.2206E-9	17.0612E+0
56.8350E+0	21.4915E+3	24.8533E-9	16.1914E+0
56.9113E+0	21.4915E+3	23.9273E-9	16.8024E+0
56.9876E+0	21.4915E+3	23.2836E-9	15.0498E+0
57.0640E+0	21.4915E+3	24.9649E-9	18.8462E+0
57.1403E+0	21.4915E+3	22.2828E-9	15.6925E+0
57.2167E+0	21.4915E+3	22.2864E-9	20.5421E+0
57.2930E+0	21.4915E+3	23.3602E-9	17.8857E+0
57.3693E+0	21.4915E+3	25.5407E-9	11.7835E+0
57.4457E+0	21.4915E+3	27.1680E-9	17.8004E+0
57.5220E+0	21.4915E+3	23.0106E-9	19.6991E+0
57.5984E+0	21.4915E+3	24.3230E-9	14.1108E+0
57.6747E+0	21.4915E+3	22.7187E-9	12.0913E+0
57.7510E+0	21.4915E+3	23.4693E-9	12.3602E+0
57.8274E+0	21.4915E+3	23.5275E-9	13.2378E+0
57.9037E+0	21.4915E+3	25.4781E-9	12.8794E+0
57.9801E+0	21.4915E+3	23.9962E-9	13.1655E+0
58.0564E+0	21.4915E+3	24.4220E-9	13.1336E+0
58.1327E+0	21.4915E+3	23.2321E-9	17.1922E+0
58.2091E+0	21.4915E+3	22.8983E-9	15.3806E+0
58.2854E+0	21.4915E+3	22.4327E-9	17.7686E+0
58.3618E+0	21.4915E+3	22.6041E-9	11.5788E+0
58.4381E+0	21.4915E+3	24.2482E-9	17.5861E+0
58.5144E+0	21.4915E+3	23.1210E-9	15.7085E+0
58.5908E+0	21.4915E+3	24.9055E-9	12.9673E+0
58.6671E+0	21.4915E+3	23.0958E-9	16.4091E+0
58.7435E+0	21.4915E+3	24.4352E-9	9.83319E+0
58.8198E+0	21.4915E+3	24.3428E-9	11.8860E+0
58.8961E+0	21.4915E+3	24.9829E-9	13.6914E+0
58.9725E+0	21.4915E+3	21.4576E-9	20.7711E+0
59.0488E+0	21.4915E+3	23.8010E-9	13.8679E+0
59.1252E+0	21.4915E+3	23.5531E-9	15.4427E+0
59.2015E+0	21.4915E+3	25.0357E-9	14.1116E+0
59.2778E+0	21.4915E+3	25.8162E-9	11.8128E+0
59.3542E+0	21.4915E+3	24.6591E-9	17.1680E+0
59.4305E+0	21.4915E+3	23.1114E-9	15.6364E+0
59.5069E+0	21.4915E+3	24.7657E-9	7.57689E+0
59.5832E+0	21.4915E+3	24.2350E-9	17.5560E+0
59.6595E+0	21.4915E+3	25.0407E-9	15.0475E+0
59.7359E+0	21.4915E+3	21.9807E-9	10.1515E+0
59.8122E+0	21.4915E+3	22.4887E-9	11.8618E+0
59.8886E+0	21.4915E+3	25.1094E-9	17.8752E+0
59.9649E+0	21.4915E+3	24.6356E-9	10.6047E+0
60.0412E+0	21.4915E+3	23.0875E-9	16.3070E+0
60.1176E+0	21.4915E+3	23.1113E-9	18.2388E+0
60.1939E+0	21.4915E+3	22.7408E-9	16.2941E+0
60.2703E+0	21.4915E+3	25.1379E-9	16.0709E+0
60.3466E+0	21.4915E+3	22.0759E-9	9.79177E+0
60.4229E+0	21.4915E+3	25.6539E-9	13.0647E+0
60.4993E+0	21.4915E+3	22.5864E-9	13.7587E+0
60.5756E+0	21.4915E+3	24.9528E-9	13.6294E+0
60.6520E+0	21.4915E+3	22.3116E-9	12.1619E+0
60.7283E+0	21.4915E+3	24.3050E-9	14.3163E+0
60.8046E+0	21.4915E+3	25.1882E-9	13.7255E+0
60.8810E+0	21.4915E+3	24.7836E-9	15.2559E+0
60.9573E+0	21.4915E+3	23.4067E-9	18.2550E+0
61.0337E+0	21.4915E+3	27.2295E-9	13.6977E+0
61.1100E+0	21.4915E+3	23.8892E-9	16.7199E+0
61.1863E+0	21.4915E+3	24.8602E-9	20.6095E+0
61.2627E+0	21.4915E+3	25.5425E-9	8.55908E+0
61.3390E+0	21.4915E+3	24.3687E-9	17.1642E+0
61.4154E+0	21.4915E+3	23.8601E-9	21.3163E+0
61.4917E+0	21.4915E+3	22.0150E-9	16.3840E+0
61.5680E+0	21.4915E+3	24.3259E-9	16.3457E+0
61.6444E+0	21.4915E+3	24.9609E-9	15.5284E+0
61.7207E+0	21.4915E+3	22.4674E-9	13.5559E+0
61.7971E+0	21.4915E+3	23.3843E-9	14.4958E+0
61.8734E+0	21.4915E+3	20.9810E-9	14.6679E+0
61.9497E+0	21.4915E+3	23.4483E-9	12.1632E+0
62.0261E+0	21.4915E+3	25.2485E-9	19.8762E+0
62.1024E+0	21.4915E+3	22.0059E-9	12.6717E+0
62.1787E+0	21.4915E+3	23.2266E-9	12.2348E+0
62.2551E+0	21.4915E+3	26.8891E-9	14.2451E+0
62.3314E+0	21.4915E+3	24.6872E-9	16.1948E+0
62.4078E+0	21.4915E+3	22.1425E-9	15.6778E+0
62.4841E+0	21.4915E+3	25.4270E-9	19.5313E+0
62.5604E+0	21.4915E+3	21.4074E-9	16.7429E+0
62.6368E+0	21.4915E+3	22.7372E-9	21.7599E+0
62.7131E+0	21.4915E+3	23.7083E-9	13.5479E+0
62.7895E+0	21.4915E+3	24.5984E-9	12.4775E+0
62.8658E+0	21.4915E+3	23.4117E-9	14.0165E+0
62.9421E+0	21.4915E+3	23.9090E-9	16.4516E+0
63.0185E+0	21.4915E+3	23.3923E-9	12.2757E+0
63.0948E+0	21.4915E+3	25.0500E-9	16.7234E+0
63.1712E+0	21.4915E+3	24.3267E-9	15.1062E+0
63.2475E+0	21.4915E+3	21.9846E-9	18.7031E+0
63.3238E+0	21.4915E+3	25.0733E-9	12.7733E+0
63.4002E+0	21.4915E+3	24.4510E-9	7.93461E+0
63.4765E+0	21.4915E+3	25.3336E-9	17.8284E+0
63.5529E+0	21.4915E+3	23.3536E-9	18.4968E+0
63.6292E+0	21.4915E+3	23.9156E-9	16.6910E+0
63.7055E+0	21.4915E+3	24.3072E-9	14.3381E+0
63.7819E+0	21.4915E+3	22.0330E-9	15.1890E+0
63.8582E+0	21.4915E+3	26.2742E-9	16.3722E+0
63.9346E+0	21.4915E+3	25.9712E-9	16.7012E+0
64.0109E+0	21.4915E+3	23.0446E-9	13.1571E+0
64.0872E+0	21.4915E+3	24.4169E-9	18.1997E+0
64.1636E+0	21.4915E+3	23.1653E-9	16.5200E+0
64.2399E+0	21.4915E+3	22.8906E-9	19.7310E+0
64.3163E+0	21.4915E+3	25.6972E-9	15.8770E+0
64.3926E+0	21.4915E+3	22.6807E-9	17.0675E+0
64.4689E+0	21.4915E+3	22.4461E-9	18.3123E+0
64.5453E+0	21.4915E+3	24.1269E-9	13.7903E+0
64.6216E+0	21.4915E+3	25.4697E-9	18.9678E+0
64.6980E+0	21.4915E+3	21.6631E-9	13.5814E+0
64.7743E+0	21.4915E+3	22.7305E-9	18.8157E+0
64.8506E+0	21.4915E+3	24.9692E-9	15.3226E+0
64.9270E+0	21.4915E+3	23.3234E-9	16.7527E+0
65.0033E+0	21.4915E+3	21.5177E-9	11.3843E+0
65.0797E+0	21.4915E+3	24.9948E-9	16.3545E+0
65.1560E+0	21.4915E+3	23.7765E-9	15.3496E+0
65.2323E+0	21.4915E+3	24.3371E-9	13.2888E+0
65.3087E+0	21.4915E+3	24.8372E-9	15.3024E+0
65.3850E+0	21.4915E+3	22.5885E-9	13.1847E+0
65.4614E+0	21.4915E+3	23.9591E-9	13.7386E+0
65.5377E+0	21.4915E+3	23.1499E-9	8.77248E+0
65.6140E+0	21.4915E+3	26.1126E-9	9.90608E+0
65.6904E+0	21.4915E+3	23.5397E-9	8.46018E+0
65.7667E+0	21.4915E+3	23.0192E-9	13.3348E+0
65.8431E+0	21.4915E+3	23.7562E-9	18.5429E+0
65.9194E+0	21.4915E+3	25.1425E-9	16.7447E+0
65.9957E+0	21.4915E+3	24.6720E-9	12.5493E+0
66.0721E+0	21.4915E+3	25.6954E-9	18.2961E+0
66.1484E+0	21.4915E+3	23.1835E-9	10.8142E+0
66.2248E+0	21.4915E+3	23.1260E-9	20.9616E+0
66.3011E+0	21.4915E+3	25.1540E-9	8.38096E+0
66.3774E+0	21.4915E+3	20.8921E-9	14.1844E+0
66.4538E+0	21.4915E+3	23.7251E-9	11.7877E+0
66.5301E+0	21.4915E+3	24.1755E-9	16.0101E+0
66.6065E+0	21.4915E+3	22.9447E-9	15.3718E+0
66.6828E+0	21.4915E+3	23.5038E-9	16.1818E+0
66.7591E+0	21.4915E+3	23.6117E-9	13.6151E+0
66.8355E+0	21.4915E+3	22.1701E-9	18.6726E+0
66.9118E+0	21.4915E+3	23.0017E-9	17.5243E+0
66.9882E+0	21.4915E+3	22.2089E-9	13.5536E+0
67.0645E+0	21.4915E+3	22.3262E-9	13.7069E+0
67.1408E+0	21.4915E+3	23.7699E-9	12.7259E+0
67.2172E+0	21.4915E+3	24.8763E-9	15.2663E+0
67.2935E+0	21.4915E+3	25.2411E-9	17.1432E+0
67.3699E+0	21.4915E+3	23.5067E-9	15.8940E+0
67.4462E+0	21.4915E+3	24.4299E-9	16.6361E+0
67.5225E+0	21.4915E+3	24.7391E-9	15.9579E+0
67.5989E+0	21.4915E+3	25.6301E-9	13.2372E+0
67.6752E+0	21.4915E+3	21.2209E-9	13.8104E+0
67.7515E+0	21.4915E+3	21.7947E-9	15.3518E+0
67.8279E+0	21.4915E+3	22.6591E-9	19.7932E+0
67.9042E+0	21.4915E+3	24.4337E-9	19.3836E+0
67.9806E+0	21.4915E+3	24.5736E-9	19.4360E+0
68.0569E+0	21.4915E+3	23.8398E-9	17.0848E+0
68.1332E+0	21.4915E+3	21.1252E-9	19.6569E+0
68.2096E+0	21.4915E+3	25.3342E-9	18.3426E+0
68.2859E+0	21.4915E+3	22.8345E-9	10.3015E+0
68.3623E+0	21.4915E+3	22.4003E-9	14.3330E+0
68.4386E+0	21.4915E+3	21.9786E-9	13.6898E+0
68.5149E+0	21.4915E+3	22.2989E-9	25.5332E+0
68.5913E+0	21.4915E+3	22.6971E-9	12.6575E+0
68.6676E+0	21.4915E+3	24.1440E-9	17.7301E+0
68.7440E+0	21.4915E+3	23.6688E-9	9.78509E+0
68.8203E+0	21.4915E+3	20.8937E-9	17.9156E+0
68.8966E+0	21.4915E+3	24.4604E-9	16.3509E+0
68.9730E+0	21.4915E+3	22.5323E-9	15.1439E+0
69.0493E+0	21.4915E+3	23.7456E-9	21.3930E+0
69.1257E+0	21.4915E+3	26.3732E-9	12.9053E+0
69.2020E+0	21.4915E+3	24.3279E-9	16.2884E+0
69.2783E+0	21.4915E+3	22.7333E-9	9.28794E+0
69.3547E+0	21.4915E+3	23.9333E-9	14.4687E+0
69.4310E+0	21.4915E+3	23.1176E-9	17.9821E+0
69.5074E+0	21.4915E+3	23.7895E-9	13.7804E+0
69.5837E+0	21.4915E+3	23.6515E-9	14.7697E+0
69.6600E+0	21.4915E+3	24.2632E-9	16.9888E+0
69.7364E+0	21.4915E+3	22.0302E-9	14.1743E+0
69.8127E+0	21.4915E+3	24.2795E-9	17.3462E+0
69.8891E+0	21.4915E+3	22.6326E-9	16.7200E+0
69.9654E+0	21.4915E+3	24.5555E-9	16.4963E+0
70.0417E+0	21.4915E+3	22.8562E-9	12.7440E+0
70.1181E+0	21.4915E+3	25.1673E-9	11.1010E+0
70.1944E+0	21.4915E+3	22.3243E-9	20.1764E+0
70.2708E+0	21.4915E+3	22.9569E-9	11.9727E+0
70.3471E+0	21.4915E+3	21.8216E-9	16.6734E+0
70.4234E+0	21.4915E+3	22.8840E-9	18.3360E+0
70.4998E+0	21.4915E+3	21.3371E-9	13.9968E+0
70.5761E+0	21.4915E+3	22.4558E-9	15.4201E+0
70.6525E+0	21.4915E+3	25.0955E-9	12.9524E+0
70.7288E+0	21.4915E+3	21.5573E-9	12.7558E+0
70.8051E+0	21.4915E+3	22.1457E-9	19.0407E+0
70.8815E+0	21.4915E+3	22.2011E-9	16.3206E+0
70.9578E+0	21.4915E+3	23.4721E-9	13.1557E+0
71.0342E+0	21.4915E+3	22.9908E-9	18.2372E+0
71.1105E+0	21.4915E+3	22.2285E-9	16.1244E+0
71.1868E+0	21.4915E+3	23.2334E-9	17.5726E+0
71.2632E+0	21.4915E+3	24.1728E-9	17.0374E+0
71.3395E+0	21.4915E+3	21.4584E-9	17.1679E+0
71.4159E+0	21.4915E+3	23.1575E-9	18.7451E+0
71.4922E+0	21.4915E+3	23.4745E-9	15.7118E+0
71.5685E+0	21.4915E+3	23.0521E-9	10.7727E+0
71.6449E+0	21.4915E+3	21.8870E-9	13.7715E+0
71.7212E+0	21.4915E+3	23.0824E-9	17.0314E+0
71.7976E+0	21.4915E+3	22.6951E-9	12.1780E+0
71.8739E+0	21.4915E+3	25.2410E-9	15.4438E+0
71.9502E+0	21.4915E+3	21.3000E-9	13.1325E+0
72.0266E+0	21.4915E+3	23.9370E-9	11.5969E+0
72.1029E+0	21.4915E+3	22.9285E-9	18.3135E+0
72.1793E+0	21.4915E+3	22.1522E-9	12.5141E+0
72.2556E+0	21.4915E+3	22.4251E-9	14.2726E+0
72.3319E+0	21.4915E+3	23.0247E-9	20.9070E+0
72.4083E+0	21.4915E+3	23.7663E-9	23.6043E+0
72.4846E+0	21.4915E+3	23.0294E-9	18.8128E+0
72.5610E+0	21.4915E+3	24.2785E-9	14.5878E+0
72.6373E+0	21.4915E+3	24.8411E-9	14.1271E+0
72.7136E+0	21.4915E+3	23.8791E-9	9.44522E+0
72.7900E+0	21.4915E+3	23.0455E-9	23.1949E+0
72.8663E+0	21.4915E+3	22.4277E-9	19.4419E+0
72.9426E+0	21.4915E+3	23.6628E-9	17.1543E+0
73.0190E+0	21.4915E+3	24.6843E-9	13.9948E+0
73.0953E+0	21.4915E+3	24.1840E-9	14.3851E+0
73.1717E+0	21.4915E+3	23.2960E-9	13.9733E+0
73.2480E+0	21.4915E+3	22.3396E-9	16.7471E+0
73.3243E+0	21.4915E+3	22.3350E-9	18.7920E+0
73.4007E+0	21.4915E+3	24.9949E-9	16.6321E+0
73.4770E+0	21.4915E+3	21.8205E-9	4.65554E+0
73.5534E+0	21.4915E+3	24.6875E-9	18.3054E+0
73.6297E+0	21.4915E+3	22.6651E-9	18.3778E+0
73.7060E+0	21.4915E+3	23.4027E-9	13.1219E+0
73.7824E+0	21.4915E+3	23.2238E-9	14.6773E+0
73.8587E+0	21.4915E+3	22.6550E-9	20.4980E+0
73.9351E+0	21.4915E+3	22.5330E-9	7.40157E+0
74.0114E+0	21.4915E+3	23.8661E-9	16.7193E+0
74.0877E+0	21.4915E+3	22.8010E-9	19.7029E+0
74.1641E+0	21.4915E+3	19.5872E-9	12.3725E+0
74.2404E+0	21.4915E+3	21.7612E-9	17.5161E+0
74.3168E+0	21.4915E+3	21.3618E-9	17.7789E+0
74.3931E+0	21.4915E+3	22.2126E-9	16.7495E+0
74.4694E+0	21.4915E+3	23.8008E-9	16.9265E+0
74.5458E+0	21.4915E+3	22.3663E-9	15.9848E+0
74.6221E+0	21.4915E+3	22.1897E-9	12.4044E+0
74.6985E+0	21.4915E+3	21.7182E-9	17.5467E+0
74.7748E+0	21.4915E+3	22.5022E-9	19.6867E+0
74.8511E+0	21.4915E+3	23.1324E-9	14.4258E+0
74.9275E+0	21.4915E+3	23.4998E-9	20.5656E+0
75.0038E+0	21.4915E+3	23.2170E-9	15.3253E+0
75.0802E+0	21.4915E+3	23.2292E-9	14.5203E+0
75.1565E+0	21.4915E+3	21.0053E-9	15.5506E+0
75.2328E+0	21.4915E+3	22.2795E-9	13.3019E+0
75.3092E+0	21.4915E+3	22.6495E-9	19.2689E+0
75.3855E+0	21.4915E+3	24.5241E-9	18.4265E+0
75.4619E+0	21.4915E+3	24.5105E-9	21.1504E+0
75.5382E+0	21.4915E+3	23.8656E-9	14.4241E+0
75.6145E+0	21.4915E+3	23.2261E-9	17.2616E+0
75.6909E+0	21.4915E+3	24.1771E-9	21.6051E+0
75.7672E+0	21.4915E+3	25.1676E-9	16.7474E+0
75.8436E+0	21.4915E+3	24.4283E-9	13.0331E+0
75.9199E+0	21.4915E+3	23.5997E-9	16.8170E+0
75.9962E+0	21.4915E+3	22.7155E-9	16.5618E+0
76.0726E+0	21.4915E+3	23.1224E-9	14.4152E+0
76.1489E+0	21.4915E+3	23.3790E-9	15.5033E+0
76.2253E+0	21.4915E+3	22.6546E-9	19.6882E+0
76.3016E+0	21.4915E+3	23.6686E-9	18.4196E+0
